H1,H2,PFR1,PFR2
1000,1470,1500,2250
1000,1470,2250,1500
1150,1470,1250,2500
1150,1470,2500,1000
1300,1470,1000,2250
200,1475,4000,4000
200,1475,3750,4500
200,1475,3250,5000
250,1475,5000,2000
300,1475,3250,3250
500,1475,4000,1250
550,1475,2500,2500
850,1475,1750,2250
850,1475,2000,2000
850,1475,2250,1750
1000,1475,1750,2000
1000,1475,2000,1750
1950,1475,1250,1250
2300,1475,1250,1000
150,1480,4750,4250
200,1480,3500,4750
250,1480,4000,3250
300,1480,3750,2750
550,1480,1000,4000
550,1480,2250,2750
550,1480,1000,4000
1150,1480,1250,2250
1150,1480,1500,2000
1350,1480,1500,1750
250,1485,2500,4500
300,1485,3000,3500
300,1485,3500,3000
500,1485,3250,2000
550,1485,1250,3750
550,1485,1750,3250
550,1485,2000,3000
550,1485,1250,4250
850,1485,1500,2500
850,1485,2500,1500
850,1485,3000,1000
1950,1485,1500,1000
150,1490,5000,4000
150,1490,4500,4750
250,1490,4750,2250
300,1490,2000,4500
500,1490,1750,4000
500,1490,1750,4000
700,1490,1500,3000
700,1490,2500,2000
850,1490,2750,1250
950,1490,2500,1250
950,1490,2750,1000
150,1495,4250,5000
200,1495,5000,3000
300,1495,2500,4000
300,1495,2750,3750
300,1495,2500,4000
300,1495,2250,4250
500,1495,4250,1000
150,1500,4750,4000
200,1500,4750,3250
250,1500,4500,2500
250,1500,2250,5000
400,1500,1750,4500
450,1500,2500,3000
450,1500,3250,2250
700,1500,1750,2750
150,1505,4500,4500
200,1505,4500,3500
200,1505,3750,4250
450,1505,2750,2750
700,1505,2000,2500
700,1505,2250,2250
950,1505,1250,2500
950,1505,2250,1500
1600,1505,1250,1500
2250,1505,1000,1250
200,1510,4250,3750
200,1510,3250,4750
250,1510,4250,2750
250,1510,2750,4250
400,1510,1500,4750
600,1510,3000,1750
600,1510,3250,1500
950,1510,1750,2000
950,1510,2000,1750
1600,1510,1500,1250
1600,1510,1750,1000
1900,1510,1000,1500
150,1515,4500,4250
150,1515,4000,5000
200,1515,3000,5000
250,1515,5000,1750
450,1515,3000,2500
450,1515,3500,2000
750,1515,2750,1500
1000,1515,1500,2500
200,1520,3750,4000
200,1520,3500,4500
200,1520,3000,4750
250,1520,3250,3750
250,1520,4000,3000
250,1520,1750,5000
250,1520,2000,5000
350,1520,1250,5000
450,1520,1500,4250
600,1520,2750,2000
1100,1520,1000,2500
2650,1520,1000,1000
150,1525,4250,4750
250,1525,3000,4000
250,1525,3000,4000
500,1525,1250,4250
750,1525,3000,1250
1100,1525,2500,1000
1500,1525,1250,1750
1600,1525,1000,1750
150,1530,3750,5000
200,1530,5000,2750
200,1530,2750,4750
250,1530,3250,3500
250,1530,3750,3250
250,1530,4750,2000
250,1530,2000,4750
350,1530,3500,2500
400,1530,3000,2750
400,1530,3500,2250
500,1530,3750,1250
550,1530,3750,1250
550,1530,4000,1000
600,1530,2500,2250
600,1530,3500,1250
950,1530,1000,3000
1900,1530,1250,1250
200,1535,4750,3000
300,1535,3500,2750
300,1535,3750,2500
300,1535,4000,2250
350,1535,2750,3250
350,1535,3750,2250
400,1535,3750,2000
400,1535,4250,1500
600,1535,1750,3000
600,1535,2000,2750
600,1535,2250,2500
750,1535,3250,1000
1100,1535,1250,2250
1100,1535,2250,1250
1250,1535,2250,1000
150,1540,4500,4000
200,1540,4500,3250
250,1540,4500,2250
300,1540,4250,2000
300,1540,4500,1750
300,1540,4750,1500
350,1540,2500,3500
350,1540,4000,2000
350,1540,4250,1750
350,1540,4500,1500
400,1540,2500,3250
400,1540,2750,3000
400,1540,4000,1750
450,1540,4000,1250
500,1540,1500,4000
500,1540,1500,4000
500,1540,1000,4250
600,1540,1500,3250
750,1540,1500,3000
750,1540,1750,2500
750,1540,2000,2250
750,1540,2250,2000
750,1540,2500,1750
800,1540,1250,3000
1100,1540,1500,2000
1900,1540,1500,1000
2250,1540,1250,1000
150,1545,4250,4500
200,1545,4250,3500
200,1545,3500,4250
200,1545,3250,4500
250,1545,2250,4500
300,1545,5000,1250
350,1545,2250,3750
350,1545,4750,1250
350,1545,5000,1000
400,1545,2000,3750
400,1545,2250,3500
450,1545,4250,1000
600,1545,3750,1000
750,1545,1250,3000
1100,1545,1750,1750
1100,1545,2000,1500
150,1550,5000,3750
200,1550,4000,3750
300,1550,3000,3250
350,1550,2000,4000
350,1550,2000,4000
350,1550,1750,4250
400,1550,1750,4000
400,1550,1750,4000
400,1550,1500,4250
400,1550,1000,4750
500,1550,1750,3750
1250,1550,1250,2000
150,1555,4750,3750
150,1555,4250,4250
250,1555,4250,2500
250,1555,5000,1500
300,1555,2250,4000
300,1555,2250,4000
300,1555,2000,4250
300,1555,1750,4500
350,1555,3000,3000
350,1555,3250,2750
350,1555,1500,4500
350,1555,1250,4750
600,1555,1500,3500
800,1555,1500,2750
1550,1555,1500,1250
1550,1555,1750,1000
150,1560,4000,4750
150,1560,3500,5000
200,1560,3500,3750
200,1560,3750,3750
200,1560,5000,2500
200,1560,3000,4500
200,1560,2750,5000
300,1560,2750,3500
300,1560,3250,3000
450,1560,3000,2250
500,1560,4000,1000
650,1560,1250,3500
900,1560,1250,2750
900,1560,1500,2500
1050,1560,2500,1000
1450,1560,1000,2000
100,1565,5000,5000
200,1565,3500,4000
200,1565,3500,4000
250,1565,4000,2750
250,1565,2500,4250
400,1565,1250,4750
1400,1565,1000,2000
150,1570,3250,5000
200,1570,4750,2750
200,1570,2750,4500
250,1570,3000,3750
250,1570,4750,1750
300,1570,2500,3750
650,1570,3000,1500
1050,1570,1000,2500
1050,1570,2250,1250
1850,1570,1000,1500
150,1575,4250,4000
200,1575,4500,3000
250,1575,3750,3000
650,1575,2750,1750
650,1575,3500,1000
1050,1575,1250,2250
1050,1575,2000,1500
1350,1575,1500,1500
1350,1575,1750,1250
2200,1575,1000,1250
2600,1575,1000,1000
150,1580,4500,3750
150,1580,5000,3500
150,1580,4000,4500
200,1580,4250,3250
200,1580,2500,4750
250,1580,2750,4000
250,1580,3500,3250
250,1580,2750,4000
550,1580,2250,2500
600,1580,1750,4750
650,1580,3250,1250
900,1580,1750,2000
900,1580,2000,1750
1050,1580,1750,1750
100,1585,5000,4750
200,1585,4000,3500
250,1585,3000,3500
250,1585,4500,2000
550,1585,2000,2750
550,1585,3500,1250
650,1585,2500,2000
900,1585,1500,2250
900,1585,2250,1500
900,1585,2750,1000
1350,1585,1000,2250
1850,1585,1250,1250
150,1590,4000,4250
200,1590,3250,4250
250,1590,1750,4750
500,1590,2000,3000
500,1590,3500,1500
550,1590,1250,3500
550,1590,1500,3250
550,1590,1750,3000
650,1590,2250,2250
750,1590,1000,3250
900,1590,1250,2500
1000,1590,2500,1000
1200,1590,1000,2500
1550,1590,1250,1500
1850,1590,1500,1000
100,1595,4750,5000
150,1595,4250,3750
150,1595,3750,4750
200,1595,5000,2250
250,1595,4250,2250
500,1595,1250,3750
500,1595,1500,3500
500,1595,1750,3250
550,1595,1000,4750
650,1595,1000,3500
650,1595,1750,2750
650,1595,2000,2500
900,1595,2500,1250
1000,1595,2250,1250
300,1600,1750,4750
450,1600,3250,2000
500,1600,1250,4000
500,1600,1500,3750
500,1600,1250,4000
600,1600,1250,3500
650,1600,1500,3000
900,1600,1000,2750
950,1600,1500,2250
1000,1600,1250,2750
2200,1600,1250,1000
100,1605,5000,4500
150,1605,3000,5000
200,1605,4750,2500
200,1605,2500,5000
250,1605,4000,2500
250,1605,2000,4500
300,1605,3250,2750
300,1605,1750,5000
1000,1605,2000,1500
1200,1605,2250,1000
150,1610,5000,3250
150,1610,4000,4000
200,1610,3250,4000
200,1610,4500,2750
200,1610,3250,4000
250,1610,3250,3250
300,1610,3500,2500
300,1610,3750,2250
300,1610,4000,2000
1000,1610,1250,2250
1000,1610,1500,2000
1000,1610,1750,1750
1200,1610,1000,2250
100,1615,4750,4750
150,1615,4750,3500
150,1615,3750,4500
250,1615,3750,2750
300,1615,4250,1750
300,1615,4500,1500
800,1615,3000,1000
100,1620,4500,5000
200,1620,4250,3000
250,1620,2250,4250
300,1620,2750,3250
300,1620,4750,1250
300,1620,5000,1000
300,1620,1750,4250
500,1620,3000,2000
600,1620,3000,1500
800,1620,1750,2250
800,1620,2000,2000
800,1620,2250,1750
800,1620,2500,1500
800,1620,2750,1250
850,1620,1250,2750
950,1620,1000,2750
1150,1620,1000,2500
1200,1620,1250,2000
1200,1620,1750,1500
1200,1620,2000,1250
100,1625,5000,4250
150,1625,3750,4250
150,1625,3500,4750
200,1625,4000,3250
250,1625,2750,3750
250,1625,3500,3000
300,1625,1500,4500
300,1625,1250,4750
350,1625,3500,2250
350,1625,3750,2000
350,1625,4000,1750
500,1625,1000,4000
500,1625,2250,2750
500,1625,1000,4000
700,1625,3250,1000
800,1625,1000,3000
800,1625,1250,2750
1200,1625,1500,1750
200,1630,3750,3500
300,1630,1000,5000
350,1630,2250,3500
350,1630,4250,1500
350,1630,4500,1250
350,1630,4750,1000
550,1630,3250,1500
600,1630,2500,2000
1350,1630,2000,1000
1800,1630,1000,1500
100,1635,4750,4500
150,1635,4500,3500
200,1635,3000,4250
250,1635,2500,4000
250,1635,2500,4000
300,1635,2500,3500
300,1635,3000,3000
350,1635,1750,4000
350,1635,2000,3750
350,1635,1750,4000
400,1635,3500,2000
450,1635,3750,1500
500,1635,2500,2500
500,1635,3250,1750
550,1635,2500,2250
550,1635,2750,2000
550,1635,3000,1750
1000,1635,1000,2750
1800,1635,1250,1250
2150,1635,1000,1250
100,1640,5000,4000
100,1640,4500,4750
150,1640,5000,3000
200,1640,3500,3500
250,1640,3000,3250
350,1640,2750,3000
350,1640,3000,2750
350,1640,1500,4250
400,1640,2500,3000
400,1640,3750,1750
400,1640,4000,1500
400,1640,4250,1250
450,1640,3500,1750
500,1640,2750,2250
550,1640,3750,1000
600,1640,2250,2250
600,1640,3250,1250
850,1640,1000,3000
1350,1640,1250,1750
1550,1640,1000,1750
1800,1640,1500,1000
2550,1640,1000,1000
150,1645,4750,3250
200,1645,2500,4500
200,1645,2250,5000
300,1645,2250,3750
350,1645,1250,4500
400,1645,2250,3250
450,1645,1750,3500
450,1645,2000,3250
450,1645,2250,3000
450,1645,3000,2000
600,1645,2000,2500
700,1645,2750,1500
700,1645,3000,1250
1150,1645,2250,1000
1350,1645,1000,2000
100,1650,4750,4250
100,1650,4250,5000
150,1650,4250,3500
150,1650,3500,4500
200,1650,3250,3750
200,1650,5000,2000
200,1650,2250,4750
250,1650,5000,1250
400,1650,1750,3750
400,1650,2000,3500
400,1650,3000,2500
400,1650,4500,1000
450,1650,1250,4000
450,1650,2500,2750
450,1650,2750,2500
450,1650,1250,4000
550,1650,1000,3750
600,1650,1250,3250
600,1650,1500,3000
600,1650,1750,2750
700,1650,2500,1750
150,1655,4000,3750
200,1655,4750,2250
250,1655,1250,5000
300,1655,2000,4000
300,1655,2000,4000
350,1655,3250,2500
400,1655,1500,4000
400,1655,1500,4000
400,1655,1250,4250
450,1655,1000,4500
1150,1655,1000,2250
2150,1655,1250,1000
100,1660,5000,3750
100,1660,4500,4500
150,1660,3750,4000
150,1660,3250,4750
200,1660,3000,4000
200,1660,4000,3000
200,1660,3000,4000
250,1660,4750,1500
350,1660,2500,3250
400,1660,3250,2250
700,1660,2000,2250
700,1660,2250,2000
1150,1660,1250,2000
1150,1660,2000,1250
150,1665,3500,4250
150,1665,2750,5000
200,1665,3750,3250
200,1665,4500,2500
250,1665,1500,4750
400,1665,2750,2750
700,1665,1750,2500
1150,1665,1750,1500
100,1670,4750,4000
100,1670,4250,4750
150,1670,4500,3250
200,1670,4250,2750
250,1670,2750,3500
250,1670,4500,1750
600,1670,2750,1750
100,1675,4000,5000
150,1675,4750,3000
150,1675,5000,2750
200,1675,2750,4250
250,1675,4250,2000
250,1675,1750,4500
1100,1675,2250,1000
100,1680,5000,3500
100,1680,4500,4250
200,1680,2000,5000
250,1680,4000,2250
300,1680,3250,2500
450,1680,2500,2500
550,1680,1500,3500
1750,1680,1000,1500
100,1685,4750,3750
250,1685,3750,2500
300,1685,3500,2250
300,1685,3750,2000
300,1685,1500,5000
1750,1685,1250,1250
1750,1685,1500,1000
100,1690,4250,4500
150,1690,3250,4500
250,1690,3500,2750
250,1690,2000,4250
300,1690,2500,3250
300,1690,4000,1750
300,1690,4250,1500
300,1690,4500,1250
500,1690,3500,1250
750,1690,3000,1000
1100,1690,2000,1250
100,1695,4000,4750
150,1695,3000,4750
300,1695,4750,1000
500,1695,3750,1000
550,1695,3500,1000
650,1695,2750,1500
1100,1695,1000,2250
1100,1695,1250,2000
1100,1695,1750,1500
2100,1695,1000,1250
100,1700,5000,3250
100,1700,4500,4000
200,1700,3750,3000
250,1700,2500,3750
250,1700,3250,3000
300,1700,1000,4750
350,1700,1000,4750
650,1700,2500,1750
700,1700,1000,3250
750,1700,1750,2250
750,1700,2000,2000
1100,1700,1500,1750
1150,1700,1500,1750
100,1705,4750,3500
100,1705,4250,4250
100,1705,3750,5000
150,1705,4750,2750
150,1705,5000,2500
200,1705,3500,3250
300,1705,2250,3500
600,1705,3500,1000
650,1705,3000,1250
750,1705,1500,2500
950,1705,1750,1750
1500,1705,1000,1750
150,1710,4250,3250
150,1710,4500,3000
200,1710,4000,2750
250,1710,2250,4000
250,1710,2250,4000
300,1710,2750,3000
350,1710,3250,2250
500,1710,2750,2000
650,1710,2250,2000
950,1710,1500,2000
950,1710,2000,1500
950,1710,2500,1000
1300,1710,1750,1250
1300,1710,2000,1000
2100,1710,1250,1000
2500,1710,1000,1000
100,1715,4500,3750
100,1715,4000,4500
150,1715,4000,3500
200,1715,3250,3500
350,1715,3500,2000
350,1715,3750,1750
350,1715,4000,1500
600,1715,1000,3500
650,1715,2000,2250
750,1715,1000,3500
850,1715,2750,1000
950,1715,1250,2250
950,1715,2250,1250
1250,1715,1000,2250
1300,1715,1000,2000
1300,1715,1250,1750
1300,1715,1500,1500
1500,1715,1250,1500
1500,1715,1500,1250
1500,1715,1750,1000
150,1720,3750,3750
200,1720,2500,4250
250,1720,1500,5000
300,1720,2000,3750
350,1720,2750,2750
350,1720,4250,1250
350,1720,4500,1000
650,1720,1750,2500
700,1720,1250,3000
850,1720,1250,2500
850,1720,1500,2250
850,1720,1750,2000
850,1720,2000,1750
850,1720,2250,1500
950,1720,1000,2500
100,1725,4250,4000
100,1725,3750,4750
150,1725,3500,4000
150,1725,3500,4000
150,1725,3000,4500
150,1725,2750,4750
150,1725,2500,5000
200,1725,5000,1750
300,1725,3000,2750
350,1725,1750,3750
350,1725,2500,3000
650,1725,1250,3000
750,1725,2500,1500
750,1725,2750,1250
100,1730,4750,3250
100,1730,5000,3000
100,1730,3500,5000
150,1730,3250,4250
200,1730,4750,2000
300,1730,1750,4000
300,1730,1750,4000
350,1730,1500,4000
350,1730,1500,4000
400,1730,1250,4500
600,1730,1000,3750
1050,1730,1250,2000
1050,1730,2000,1250
1050,1730,2250,1000
1700,1730,1250,1250
1700,1730,1500,1000
100,1735,4500,3500
100,1735,4000,4250
200,1735,3000,3750
200,1735,2250,4500
350,1735,1000,4500
400,1735,3250,2000
750,1735,2250,1750
1050,1735,1000,2250
1050,1735,1500,1750
1050,1735,1750,1500
200,1740,3750,2750
200,1740,4500,2250
200,1740,2000,4750
300,1740,1500,4250
300,1740,1500,4750
300,1740,1250,5000
350,1740,1000,5000
400,1740,2250,3000
400,1740,3500,1750
400,1740,3750,1500
400,1740,4000,1250
500,1740,2500,2250
750,1740,1500,2750
1000,1740,1000,2500
100,1745,4250,3750
100,1745,3750,4500
200,1745,4250,2500
250,1745,5000,1000
300,1745,1250,4500
350,1745,3000,2500
400,1745,2000,3250
400,1745,2750,2500
400,1745,4250,1000
650,1745,3250,1000
100,1750,3500,4750
200,1750,2750,4000
200,1750,2750,4000
350,1750,2250,3250
400,1750,1750,3500
750,1750,1000,3000
750,1750,1250,2750
1250,1750,2000,1000
100,1755,4500,3250
100,1755,4000,4000
200,1755,3500,3000
250,1755,2750,3250
250,1755,4750,1250
400,1755,1250,4000
400,1755,1500,3750
400,1755,1250,4000
600,1755,3000,1250
850,1755,2500,1250
2050,1755,1000,1250
100,1760,4250,3500
100,1760,3250,5000
150,1760,5000,2250
150,1760,2750,4500
250,1760,2000,4000
250,1760,4500,1500
250,1760,2000,4000
300,1760,3500,2000
300,1760,3750,1750
350,1760,2000,3500
400,1760,3000,2250
450,1760,1250,4250
550,1760,3250,1250
1250,1760,1000,2000
100,1765,3750,4250
150,1765,4750,2500
150,1765,3000,4250
300,1765,3250,2250
300,1765,4000,1500
300,1765,4250,1250
400,1765,2500,2750
450,1765,3250,1750
450,1765,4000,1000
500,1765,3000,1750
1250,1765,1250,1750
1250,1765,1750,1250
2050,1765,1250,1000
100,1770,4000,3750
100,1770,4750,3000
100,1770,5000,2750
100,1770,3500,4500
150,1770,4250,3000
150,1770,4500,2750
250,1770,4250,1750
300,1770,4500,1000
450,1770,2250,2750
450,1770,3750,1250
600,1770,3250,1000
1250,1770,1500,1500
150,1775,3750,3500
150,1775,4000,3250
250,1775,4000,2000
250,1775,1250,4750
300,1775,3000,2500
450,1775,2000,3000
450,1775,3500,1500
500,1775,3250,1500
1050,1775,1500,2000
2450,1775,1000,1000
100,1780,4250,3250
100,1780,3750,4000
100,1780,3250,4750
150,1780,3500,3750
150,1780,2500,4750
250,1780,2500,3500
250,1780,3750,2250
300,1780,2000,3500
300,1780,2250,3250
300,1780,2500,3000
350,1780,1500,4750
450,1780,1750,3250
450,1780,2750,2250
700,1780,2500,1500
700,1780,2750,1250
800,1780,1750,2000
100,1785,3000,5000
150,1785,3250,4000
150,1785,3250,4000
200,1785,4000,2500
250,1785,3500,2500
550,1785,2750,1750
650,1785,1250,3250
100,1790,4000,3500
100,1790,3500,4250
150,1790,2250,5000
200,1790,3250,3250
200,1790,2250,4250
250,1790,2250,3750
500,1790,1000,3750
500,1790,1250,3500
500,1790,1500,3250
500,1790,1750,3000
500,1790,2000,2750
500,1790,2250,2500
550,1790,2500,2000
700,1790,2250,1750
1450,1790,1000,1750
1450,1790,1250,1500
1450,1790,1500,1250
1450,1790,1750,1000
200,1795,3000,3500
250,1795,3250,2750
250,1795,1750,4250
300,1795,1750,3750
1200,1795,1000,2000
1200,1795,1750,1250
100,1800,3750,3750
100,1800,3250,4500
150,1800,2750,4250
250,1800,3000,3000
300,1800,2750,2750
350,1800,3000,2250
350,1800,3250,2000
350,1800,3500,1750
550,1800,1000,3500
550,1800,1250,3250
550,1800,1750,2750
550,1800,2000,2500
550,1800,3000,1500
700,1800,2000,2000
700,1800,3000,1000
1200,1800,1250,1750
1200,1800,1500,1500
1200,1800,2000,1000
100,1805,4500,3000
100,1805,3000,4750
200,1805,4750,1750
200,1805,5000,1500
300,1805,1500,4000
300,1805,1500,4000
350,1805,2500,2750
350,1805,3750,1500
350,1805,4000,1250
350,1805,4250,1000
550,1805,2250,2250
700,1805,1750,2250
100,1810,3500,4000
100,1810,4000,3250
100,1810,4750,2750
100,1810,5000,2500
100,1810,3500,4000
200,1810,4500,2000
350,1810,2250,3000
700,1810,1250,2750
700,1810,1500,2750
800,1810,1500,2500
2000,1810,1000,1250
100,1815,3750,3500
100,1815,2750,5000
200,1815,2500,4000
200,1815,2750,3750
200,1815,2500,4000
500,1815,2250,2250
500,1815,2750,1750
2000,1815,1250,1000
100,1820,3250,4250
150,1820,5000,2000
150,1820,2500,4250
200,1820,3750,2500
200,1820,4250,2250
200,1820,2000,4500
350,1820,1000,4250
450,1820,1500,3750
600,1820,2000,2250
800,1820,2500,1250
100,1825,4250,3000
100,1825,3000,4500
150,1825,4500,2500
150,1825,4750,2250
300,1825,1000,4500
650,1825,2750,1250
800,1825,2250,1500
800,1825,2750,1000
100,1830,3500,3750
150,1830,4000,3000
150,1830,4250,2750
150,1830,2500,4500
200,1830,3500,2750
250,1830,2000,3750
350,1830,2750,2500
600,1830,1750,2500
600,1830,2250,2000
900,1830,2500,1000
100,1835,2750,4750
150,1835,3750,3250
200,1835,1750,4750
400,1835,3000,2000
600,1835,1250,3000
800,1835,2000,1750
900,1835,1750,1750
900,1835,2000,1500
1700,1835,1000,1500
100,1840,3250,4000
100,1840,3250,4000
100,1840,2500,5000
150,1840,3500,3500
200,1840,2250,4000
200,1840,2250,4000
250,1840,1750,4000
250,1840,2750,3000
250,1840,1750,4000
350,1840,2000,3250
400,1840,3250,1750
400,1840,3500,1500
600,1840,2750,1500
650,1840,1750,2250
900,1840,1000,2500
900,1840,1250,2250
1400,1840,1000,1750
1400,1840,1750,1000
2400,1840,1000,1000
100,1845,3000,4250
150,1845,3250,3750
150,1845,2250,4750
250,1845,4750,1000
300,1845,4250,1000
400,1845,2500,2500
400,1845,3750,1250
400,1845,4000,1000
650,1845,1500,2500
800,1845,1250,2500
1400,1845,1250,1500
1400,1845,1500,1250
100,1850,4750,2500
100,1850,5000,2250
150,1850,3000,4000
150,1850,3000,4000
350,1850,1750,3500
400,1850,1750,3250
400,1850,1000,4500
600,1850,2500,1750
650,1850,1250,2750
650,1850,3000,1000
100,1855,3750,3250
100,1855,4500,2750
100,1855,2750,4500
150,1855,2000,5000
250,1855,4500,1250
300,1855,4000,1250
350,1855,1500,3750
400,1855,1250,3750
400,1855,1500,3500
400,1855,2750,2250
1000,1855,1750,1500
100,1860,4000,3000
100,1860,2500,4750
200,1860,1500,4750
250,1860,2500,3250
250,1860,4250,1500
350,1860,1250,4000
350,1860,1250,4000
400,1860,1000,4000
400,1860,1000,4000
450,1860,1250,3750
1000,1860,1250,2000
1000,1860,2000,1250
1000,1860,2250,1000
100,1865,3500,3500
200,1865,3250,3000
250,1865,4000,1750
300,1865,3750,1500
400,1865,2250,2750
650,1865,2250,1750
1000,1865,1000,2250
1950,1865,1000,1250
1950,1865,1250,1000
100,1870,2250,5000
200,1870,3000,3250
250,1870,3750,2000
300,1870,1500,3750
300,1870,3500,1750
550,1870,3250,1000
650,1870,2500,1500
900,1870,2250,1250
100,1875,4250,2750
200,1875,4000,2250
300,1875,2250,3000
300,1875,2500,2750
750,1875,2250,1500
750,1875,2500,1250
1350,1875,1750,1000
100,1880,3250,3750
150,1880,4750,2000
150,1880,5000,1750
200,1880,5000,1250
200,1880,2000,4250
250,1880,2250,3500
250,1880,3500,2250
300,1880,3250,2000
400,1880,2000,3000
450,1880,1000,4000
450,1880,3000,1750
450,1880,1000,4000
550,1880,2500,1750
100,1885,3000,4000
100,1885,3000,4000
150,1885,4500,2250
200,1885,2750,3500
200,1885,4750,1500
250,1885,3250,2500
250,1885,1250,4500
300,1885,1250,4000
300,1885,3000,2250
300,1885,1250,4000
450,1885,2500,2250
450,1885,3250,1500
450,1885,3500,1250
550,1885,2250,2000
750,1885,2750,1000
1350,1885,1000,1750
1350,1885,1500,1250
100,1890,4750,2250
100,1890,5000,2000
150,1890,4000,2750
150,1890,4250,2500
200,1890,4500,1750
200,1890,1250,5000
300,1890,2750,2500
300,1890,1000,4250
350,1890,2250,2750
350,1890,3000,2000
350,1890,3250,1750
350,1890,3500,1500
450,1890,1750,3000
450,1890,2750,2000
450,1890,3750,1000
750,1890,2000,1750
1150,1890,2000,1000
1350,1890,1250,1500
100,1895,3750,3000
100,1895,4500,2500
100,1895,2750,4250
150,1895,3750,3000
200,1895,4250,2000
250,1895,3000,2750
300,1895,1750,3500
350,1895,2000,3000
350,1895,3750,1250
350,1895,4000,1000
450,1895,1500,3250
750,1895,1750,2000
1150,1895,1000,2000
1150,1895,1750,1250
100,1900,4000,2750
100,1900,2500,4500
150,1900,3250,3500
150,1900,3500,3250
150,1900,2250,4500
250,1900,1500,4250
450,1900,1000,3750
450,1900,1250,3500
600,1900,1500,2750
850,1900,1000,2750
1650,1900,1000,1500
1650,1900,1500,1000
2350,1900,1000,1000
100,1905,3500,3250
100,1905,2250,4750
150,1905,2750,4000
150,1905,3000,3750
150,1905,2750,4000
200,1905,2500,3750
200,1905,3500,2500
300,1905,2000,3250
650,1905,1500,2750
650,1905,2000,2000
750,1905,1000,2750
750,1905,1250,2500
1650,1905,1250,1250
100,1910,2000,5000
150,1910,2000,4750
200,1910,1750,5000
1900,1910,1000,1250
1900,1910,1250,1000
100,1915,3250,3500
150,1915,1750,5000
200,1915,2000,4000
200,1915,2000,4000
200,1915,1750,4500
350,1915,1250,4250
450,1915,2000,2750
450,1915,2250,2500
200,1920,3750,2250
250,1920,2750,2750
250,1920,1000,4750
300,1920,1250,4250
350,1920,2500,2500
500,1920,3500,1000
800,1920,1000,2750
100,1925,3000,3750
500,1925,3250,1250
700,1925,2000,1750
100,1930,3750,2750
100,1930,4250,2500
100,1930,4750,2000
100,1930,5000,1750
150,1930,2500,4000
150,1930,2500,4000
350,1930,1750,3250
350,1930,2750,2250
500,1930,2000,2500
500,1930,3000,1500
850,1930,2250,1250
100,1935,2750,4000
100,1935,4500,2250
100,1935,2750,4000
150,1935,5000,1500
500,1935,2500,2000
700,1935,1750,2000
700,1935,2750,1000
850,1935,2500,1000
100,1940,2500,4250
150,1940,4500,2000
150,1940,4750,1750
200,1940,3250,2750
250,1940,1250,4250
250,1940,1000,5000
350,1940,1500,3500
400,1940,2250,2500
400,1940,3000,1750
500,1940,1750,2750
700,1940,1000,3000
850,1940,2000,1500
100,1945,3500,3000
100,1945,2250,4500
150,1945,4250,2250
150,1945,2250,4250
200,1945,3000,3000
250,1945,1750,3750
250,1945,2500,3000
250,1945,4500,1000
350,1945,1250,3750
400,1945,3250,1500
400,1945,3500,1250
400,1945,3750,1000
400,1945,1000,4250
500,1945,1250,3250
500,1945,1500,3000
550,1945,1500,3000
700,1945,1250,2500
100,1950,4000,2500
100,1950,2000,4750
150,1950,4000,2500
250,1950,1500,4500
400,1950,2500,2250
850,1950,1750,1750
1100,1950,2000,1000
1850,1950,1250,1000
100,1955,3250,3250
100,1955,1750,5000
150,1955,3500,3000
150,1955,3750,2750
200,1955,2750,3250
200,1955,5000,1000
250,1955,4250,1250
550,1955,3000,1250
850,1955,1250,2250
1100,1955,1000,2000
1100,1955,1250,1750
1100,1955,1500,1500
1100,1955,1750,1250
2300,1955,1000,1000
100,1960,3000,3500
150,1960,2250,4000
150,1960,3250,3250
150,1960,2250,4000
200,1960,4750,1250
200,1960,1750,4250
200,1960,1500,4500
250,1960,4000,1500
400,1960,1000,3750
400,1960,2000,2750
450,1960,1500,3500
500,1960,1750,2500
600,1960,3000,1000
100,1965,5000,1500
150,1965,3000,3500
150,1965,2000,4500
200,1965,4500,1500
250,1965,1500,4000
250,1965,2250,3250
250,1965,3750,1750
250,1965,1500,4000
600,1965,2250,1750
100,1970,2750,3750
100,1970,4500,2000
100,1970,4750,1750
150,1970,2750,3750
200,1970,2500,3500
200,1970,3500,2250
200,1970,4000,2000
200,1970,4250,1750
250,1970,3500,2000
300,1970,4000,1000
550,1970,2750,1500
700,1970,2250,1500
800,1970,1500,2250
950,1970,1500,1750
950,1970,1750,1500
100,1975,4250,2250
150,1975,1750,4750
200,1975,1000,5000
300,1975,3750,1250
550,1975,1500,2750
550,1975,1750,2500
550,1975,2000,2250
650,1975,2750,1000
950,1975,1000,2250
950,1975,1250,2000
100,1980,2500,4000
100,1980,3500,2750
100,1980,3750,2500
100,1980,2500,4000
150,1980,1500,5000
250,1980,3250,2250
300,1980,2250,2750
400,1980,2750,2000
550,1980,1000,3250
550,1980,1250,3000
600,1980,1000,3250
600,1980,2500,1500
1600,1980,1000,1500
1600,1980,1250,1250
1600,1980,1500,1000
100,1985,2250,4250
200,1985,2250,3750
250,1985,2000,3500
250,1985,3000,2500
300,1985,2500,2500
300,1985,3500,1500
400,1985,1750,3000
700,1985,2500,1250
800,1985,2250,1250
100,1990,3250,3000
100,1990,2000,4500
250,1990,1000,4500
